연번,시도,시군구,기관명,주소,기관 대표전화,위수탁기간,시설유형구분,특화서비스,응급안전안심서비스,방문요양서비스,재가노인복지서비스,사회서비스원 소속,사회서비스형 노인일자리 파견 이용,위도,경도,주소2
95,부산광역시,사하구,신장림사랑채노인복지관,부산광역시 사하구 다대로300번길 9,051-266-8515,2024-01-01 ~ 2026-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당,해당없음,해당없음,35.07488374,128.9751131,부산광역시 사하구 다대로300번길 9
96,부산광역시,사하구,몰운대종합사회복지관,부산광역시 사하구 다대낙조2길 17,051-264-9033,2024-01-01 ~ 2024-12-31 (3년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.05116386,128.96572,부산광역시 사하구 다대낙조2길 17
97,부산광역시,사하구,구평종합사회복지관,부산광역시 사하구 을숙도대로 744,051-263-3045,2024-01-01 ~ 2026-12-31 (3년),사회복지관,해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.08547834,128.9625328,부산광역시 사하구 을숙도대로 744
98,부산광역시,사하구,인창재가노인지원서비스센터,부산 사하구 낙동대로 128 (괴정동) 4층,051-204-3472,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.10369138,129.0018674,부산 사하구 낙동대로 128  4층
99,부산광역시,서구,서구종합사회복지관,"부산광역시 서구 망양로193번길 104, 서구종합사회복지관",051-253-1922,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당,해당,해당없음,해당없음,해당없음,해당없음,35.11117628,129.0263539,부산광역시 서구 망양로193번길 104
100,부산광역시,서구,서구노인복지관,"부산광역시 서구 장군산로46번길 21 (암남동, 서구노인복지관)",051-244-3541,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당,35.07312815,129.014348,부산광역시 서구 장군산로46번길 21
101,부산광역시,수영구,수영구노인복지관,"부산광역시 수영구 황령대로489번길 83, 수영구노인복지관",051-759-6070,2023-01-01 ~ 2024-12-31 (2년),노인여가복지시설,해당,해당,해당없음,해당,해당없음,해당없음,35.14004665,129.1111721,부산광역시 수영구 황령대로489번길 83
102,부산광역시,수영구,수영재가노인지원서비스센터,"부산광역시 수영구 연수로 375, 4층",051-912-7275,2020-01-01 ~ 2024-12-31 (5년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.17025432,129.1112829,부산광역시 수영구 연수로 375
103,부산광역시,수영구,광안노인복지관,부산광역시 수영구 장대골로 75-8,051-715-6099,2023-01-01 ~ 2024-12-31 (2년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.15919915,129.1078583,부산광역시 수영구 장대골로 75-8
104,부산광역시,연제구,연제구거제종합사회복지관,부산광역시 연제구 아시아드대로 46번길 45(1층),051-507-8151,2020-01-01 ~ 2024-12-31 (5년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.1884749,129.0707003,부산광역시 연제구 아시아드대로 46번길 45
105,부산광역시,연제구,연제구노인복지관,부산광역시 연제구 고분로 188,051-863-9988,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,35.18564211,129.0991663,부산광역시 연제구 고분로 188
106,부산광역시,연제구,부산돌봄의료복지사회적협동조합,부산 연제구 거제천로 89 (거제동) 이안빌딩 6층,051-852-0525,2023-01-01 ~ 2025-12-31 (3년),협동조합,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.18227599,129.0730612,부산 연제구 거제천로 89  이안빌딩 6층
107,부산광역시,영도구,영도구노인복지관,부산광역시 영도구 절영로29번길 14,051-417-6344,2024-01-01 ~ 2026-12-31 (3년),노인여가복지시설,해당,해당,해당없음,해당없음,해당없음,해당없음,35.09111532,129.0411392,부산광역시 영도구 절영로29번길 14
108,부산광역시,영도구,와치종합사회복지관,부산광역시 영도구 함지로 79번길 76 2층 사무실,051-403-4200,2024-01-02 ~ 2026-12-31 (3년),사회복지관,해당,해당없음,해당,해당,해당없음,해당없음,35.07599781,129.0655237,부산광역시 영도구 함지로 79번길 76 2층 사무실
109,부산광역시,중구,중구노인복지관,부산광역시 중구 책방골목길3-1,051-241-2591,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당,해당,해당없음,해당없음,해당,35.10414121,129.0261791,부산광역시 중구 책방골목길3-1
110,부산광역시,해운대구,어진샘노인종합복지관,"부산광역시 해운대구 재반로12번길 16, 어진샘노인종합복지관",051-784-8008,2024-01-01 ~ 2025-12-31 (2년),노인여가복지시설,해당,해당,해당없음,해당없음,해당없음,해당,35.17966921,129.1275323,부산광역시 해운대구 재반로12번길 16
111,부산광역시,해운대구,장산노인복지관,부산광역시 해운대구 좌동로 126,051-704-9141,2024-01-01 ~ 2025-12-31 (2년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.17380635,129.1787677,부산광역시 해운대구 좌동로 126
112,부산광역시,해운대구,운봉종합사회복지관,부산광역시 해운대구 신반송로 200,051-543-2431,2024-01-01 ~ 2025-12-31 (2년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당,35.23072887,129.1617355,부산광역시 해운대구 신반송로 200
113,부산광역시,해운대구,대성재가복지센터,"부산 해운대구 반여로155번길 35-55 (반여동) , 2층",051-524-0063,2024-01-01 ~ 2025-12-31 (2년),재가노인복지시설,해당없음,해당,해당,해당없음,해당없음,해당없음,35.20537367,129.1237389,부산 해운대구 반여로155번길 35-55
114,부산광역시,기장군,기장군노인복지관(본관),부산광역시 기장군 기장읍 대청로 22번길 61,051-792-4760,2020-01-01 ~ 2025-01-01 (2년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.23509591,129.2126008,부산광역시 기장군 기장읍 대청로 22번길 61
115,부산광역시,기장군,기장군노인복지관(분관),부산광역시 기장군 일광읍 이천8길 13,051-792-4870,2024-01-01 ~ 2024-12-31 (1년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.27637446,129.2328574,부산광역시 기장군 일광읍 이천8길 13
116,대구광역시,남구,햇빛재가노인돌봄센터,대구광역시 남구 봉덕로 41 동영빌딩 8층,053-474-9748,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당없음,해당,해당,해당없음,해당,35.84525903,128.595233,대구광역시 남구 봉덕로 41 동영빌딩 8층
117,대구광역시,남구,참좋은재가노인돌봄센터,대구광역시 남구 중앙대로 132 3층(봉덕동),053-474-1253,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당,35.84492719,128.5908456,대구광역시 남구 중앙대로 132 3층
118,대구광역시,남구,대덕노인종합복지관,대구광역시 남구 큰골길 137,053-621-9524,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.8362324,128.5827773,대구광역시 남구 큰골길 137
119,대구광역시,달서구,달서구노인종합복지관,대구광역시 달서구 학산로 140,053-644-8312,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당,35.83110543,128.5353561,대구광역시 달서구 학산로 140
120,대구광역시,달서구,성서재가노인돌봄센터,대구광역시 달서구 장기로 253-1 프라임 3층,053-716-6126,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.84336597,128.5325267,대구광역시 달서구 장기로 253-1 프라임 3층
121,대구광역시,달서구,월성재가노인돌봄센터,대구광역시 달서구 월성로20 건도파라다이스빌딩 401호,053-636-7300,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,35.83158898,128.5331529,대구광역시 달서구 월성로20 건도파라다이스빌딩 401호
122,대구광역시,달서구,굿실버재가노인돌봄센터,대구광역시 달서구 상인로 84 4층,053-652-0272,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당,35.81473225,128.5477438,대구광역시 달서구 상인로 84 4층
123,대구광역시,달서구,대구YWCA재가노인돌봄센터,대구광역시 달서구 성서로 377 5층,053-587-1968,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,35.85121644,128.506819,대구광역시 달서구 성서로 377 5층
124,대구광역시,달서구,대덕재가노인돌봄센터,대구광역시 달서구 한실로 89 4층,053-625-9523,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.80704997,128.5364286,대구광역시 달서구 한실로 89 4층
125,대구광역시,달서구,대구재가노인돌봄센터,"대구광역시 달서구 월배로 385, 2층",053-295-6070,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,35.82922163,128.5498302,대구광역시 달서구 월배로 385
126,대구광역시,동구,감천재가노인돌봄센터,대구광역시 동구 갓바위로 75,053-986-7708,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.96419169,128.7176097,대구광역시 동구 갓바위로 75
127,대구광역시,동구,진명재가노인돌봄센터,대구광역시 동구 아양로 239 (신암동) 진명시니어카운티 5층,053-954-1006,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당,해당,해당,해당없음,해당,35.88703603,128.6388778,대구광역시 동구 아양로 239  진명시니어카운티 5층
128,대구광역시,동구,효청원재가노인돌봄센터,대구 동구 효목로 49 (효목동) 3층,053-751-1152,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,35.87772468,128.6398882,대구 동구 효목로 49  3층
129,대구광역시,동구,신안재가노인돌봄센터,"대구광역시 동구 부동길30, 3층",053-290-9988,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당,35.88942164,128.6819308,대구광역시 동구 부동길30
130,대구광역시,동구,동구재가노인돌봄센터,대구광역시 동구 경안로 109길 22-7(동호동),053-964-3111,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,35.87163003,128.7117722,대구광역시 동구 경안로 109길 22-7
131,대구광역시,동구,성덕재가노인돌봄센터,대구광역시 동구 반야월로 100. 3층 성덕재가노인돌봄센터,053-964-9647,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,35.87315973,128.699263,대구광역시 동구 반야월로 100. 3층 성덕재가노인돌봄센터
132,대구광역시,북구,가정북구재가노인돌봄센터,"대구광역시 북구 오봉로6길 12, 2층",053-959-8310,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,35.88979896,128.5779975,대구광역시 북구 오봉로6길 12
133,대구광역시,북구,가정종합사회복지관,대구광역시 북구 대동로 10길 9,053-958-8310,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당,해당,해당없음,해당없음,해당없음,해당없음,35.8971862,128.6100843,대구광역시 북구 대동로 10길 9
134,대구광역시,북구,효성재가노인돌봄센터,"대구광역시 북구 구암로60길 12-1, 1층",053-324-0770,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.93669312,128.5686524,대구광역시 북구 구암로60길 12-1
135,대구광역시,북구,가나안재가노인돌봄센터,"대구광역시 북구 칠곡중앙대로 188, 2층",053-322-2660,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,35.91269564,128.5488148,대구광역시 북구 칠곡중앙대로 188
136,대구광역시,북구,청인재가노인돌봄센터,대구광역시 북구 칠곡중앙대로 459 4층,053-762-8500,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당없음,해당없음,해당,해당없음,해당없음,35.9367891,128.5487735,대구광역시 북구 칠곡중앙대로 459 4층
137,대구광역시,서구,노인의전화재가노인돌봄센터,"대구광역시 서구 국채보상로 356, 3층",053-424-6070,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당,35.87197597,128.5699786,대구광역시 서구 국채보상로 356
