연번,시도,시군구,기관명,주소,기관 대표전화,위수탁기간,시설유형구분,특화서비스,응급안전안심서비스,방문요양서비스,재가노인복지서비스,사회서비스원 소속,사회서비스형 노인일자리 파견 이용,위도,경도
110,부산광역시,해운대구,어진샘노인종합복지관,"부산광역시 해운대구 재반로12번길 16, 어진샘노인종합복지관",051-784-8008,2024-01-01 ~ 2025-12-31 (2년),노인여가복지시설,해당,해당,해당없음,해당없음,해당없음,해당,35.17966921,129.1275323
111,부산광역시,해운대구,장산노인복지관,부산광역시 해운대구 좌동로 126,051-704-9141,2024-01-01 ~ 2025-12-31 (2년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.17380635,129.1787677
112,부산광역시,해운대구,운봉종합사회복지관,부산광역시 해운대구 신반송로 200,051-543-2431,2024-01-01 ~ 2025-12-31 (2년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당,35.23072887,129.1617355
113,부산광역시,해운대구,대성재가복지센터,"부산 해운대구 반여로155번길 35-55 (반여동) , 2층",051-524-0063,2024-01-01 ~ 2025-12-31 (2년),재가노인복지시설,해당없음,해당,해당,해당없음,해당없음,해당없음,35.20537367,129.1237389
114,부산광역시,기장군,기장군노인복지관(본관),부산광역시 기장군 기장읍 대청로 22번길 61,051-792-4760,2020-01-01 ~ 2025-01-01 (2년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.23509591,129.2126008
115,부산광역시,기장군,기장군노인복지관(분관),부산광역시 기장군 일광읍 이천8길 13,051-792-4870,2024-01-01 ~ 2024-12-31 (1년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.27637446,129.2328574
116,대구광역시,남구,햇빛재가노인돌봄센터,대구광역시 남구 봉덕로 41 동영빌딩 8층,053-474-9748,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당없음,해당,해당,해당없음,해당,35.84525903,128.595233
117,대구광역시,남구,참좋은재가노인돌봄센터,대구광역시 남구 중앙대로 132 3층(봉덕동),053-474-1253,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당,35.84492719,128.5908456
118,대구광역시,남구,대덕노인종합복지관,대구광역시 남구 큰골길 137,053-621-9524,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.8362324,128.5827773
119,대구광역시,달서구,달서구노인종합복지관,대구광역시 달서구 학산로 140,053-644-8312,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당,35.83110543,128.5353561
120,대구광역시,달서구,성서재가노인돌봄센터,대구광역시 달서구 장기로 253-1 프라임 3층,053-716-6126,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.84336597,128.5325267
121,대구광역시,달서구,월성재가노인돌봄센터,대구광역시 달서구 월성로20 건도파라다이스빌딩 401호,053-636-7300,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,35.83158898,128.5331529
122,대구광역시,달서구,굿실버재가노인돌봄센터,대구광역시 달서구 상인로 84 4층,053-652-0272,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당,35.81473225,128.5477438
123,대구광역시,달서구,대구YWCA재가노인돌봄센터,대구광역시 달서구 성서로 377 5층,053-587-1968,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,35.85121644,128.506819
124,대구광역시,달서구,대덕재가노인돌봄센터,대구광역시 달서구 한실로 89 4층,053-625-9523,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.80704997,128.5364286
125,대구광역시,달서구,대구재가노인돌봄센터,"대구광역시 달서구 월배로 385, 2층",053-295-6070,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,35.82922163,128.5498302
126,대구광역시,동구,감천재가노인돌봄센터,대구광역시 동구 갓바위로 75,053-986-7708,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.96419169,128.7176097
127,대구광역시,동구,진명재가노인돌봄센터,대구광역시 동구 아양로 239 (신암동) 진명시니어카운티 5층,053-954-1006,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당,해당,해당,해당없음,해당,35.88703603,128.6388778
128,대구광역시,동구,효청원재가노인돌봄센터,대구 동구 효목로 49 (효목동) 3층,053-751-1152,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,35.87772468,128.6398882
129,대구광역시,동구,신안재가노인돌봄센터,"대구광역시 동구 부동길30, 3층",053-290-9988,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당,35.88942164,128.6819308
130,대구광역시,동구,동구재가노인돌봄센터,대구광역시 동구 경안로 109길 22-7(동호동),053-964-3111,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,35.87163003,128.7117722
131,대구광역시,동구,성덕재가노인돌봄센터,대구광역시 동구 반야월로 100. 3층 성덕재가노인돌봄센터,053-964-9647,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,35.87315973,128.699263
132,대구광역시,북구,가정북구재가노인돌봄센터,"대구광역시 북구 오봉로6길 12, 2층",053-959-8310,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,35.88979896,128.5779975
133,대구광역시,북구,가정종합사회복지관,대구광역시 북구 대동로 10길 9,053-958-8310,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당,해당,해당없음,해당없음,해당없음,해당없음,35.8971862,128.6100843
134,대구광역시,북구,효성재가노인돌봄센터,"대구광역시 북구 구암로60길 12-1, 1층",053-324-0770,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.93669312,128.5686524
135,대구광역시,북구,가나안재가노인돌봄센터,"대구광역시 북구 칠곡중앙대로 188, 2층",053-322-2660,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,35.91269564,128.5488148
136,대구광역시,북구,청인재가노인돌봄센터,대구광역시 북구 칠곡중앙대로 459 4층,053-762-8500,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당없음,해당없음,해당,해당없음,해당없음,35.9367891,128.5487735
137,대구광역시,서구,노인의전화재가노인돌봄센터,"대구광역시 서구 국채보상로 356, 3층",053-424-6070,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당,35.87197597,128.5699786
138,대구광역시,서구,샬롬재가노인돌봄센터,대구광역시 서구 가르뱅이로 16길 9-1(상리동40-5) 2층,053-523-5830,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당없음,해당,해당,해당없음,해당,35.88394011,128.5290254
139,대구광역시,서구,정다운재가노인돌봄센터,대구광역시 서구 고성로93 (2층),053-359-2227,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당,35.88306664,128.5765404
140,대구광역시,서구,보은재가노인돌봄센터,대구광역시 서구 국채보상로81길 40,053-521-0740,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.87540728,128.5748653
141,대구광역시,수성구,달구벌재가노인돌봄센터,대구 수성구 고산로4안길 59 (신매동) 드림빌 203호,053-793-6938,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.83083037,128.7046778
142,대구광역시,수성구,대구시지 재가노인돌봄센터,"대구광역시 수성구 달구벌대로647길 7, 203호 (신매동, 경일건설빌딩)",053-794-8093,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당없음,해당,해당,해당없음,해당없음,35.83975562,128.7103282
143,대구광역시,수성구,마야재가노인돌봄센터,대구광역시 수성구 공경로 55 B동 지하1층,053-719-4593,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당없음,해당없음,해당,해당없음,해당없음,35.87242943,128.6431579
144,대구광역시,수성구,홀트대구종합사회복지관,대구광역시 수성구 달구벌대로 488길 13 2층,053-746-7501,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.85755936,128.6296611
145,대구광역시,수성구,예원재가노인돌봄센터,"대구광역시 수성구 용학로 2,4층",053-762-7520,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.82515567,128.6103751
146,대구광역시,수성구,화성재가노인돌봄센터,대구광역시 수성구 수성로 64 202호,053-768-1183,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.83109685,128.6113152
147,대구광역시,수성구,선한이웃재가노인돌봄센터,대구광역시 수성구 들안로365 창일빌딩4층,053-793-3467,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당,35.86272267,128.6176043
148,대구광역시,중구,남산종합사회복지관,대구광역시 중구 남산로7길 80,053-254-2562,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당,해당,해당없음,해당없음,해당없음,해당,35.86015099,128.5790852
149,대구광역시,중구,어르신마을재가노인돌봄센터,대구 중구 서성로 96 (수창동) 5층,053-421-0881,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,35.87522634,128.5881119
150,대구광역시,중구,삼덕재가노인돌봄센터,"대구광역시 중구 공평로 22, 삼덕교회60주년기념관 8층",053-423-3279,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,35.86605344,128.600304
151,대구광역시,달성군,효경재가노인돌봄센터,대구 달성군 구지면 창한로 567 (효경(구지)재가노인지원센터),053-617-0112,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당,해당없음,해당,해당없음,해당없음,35.64831759,128.4546211
152,대구광역시,달성군,수경재가노인돌봄센터,"대구광역시 달성군 화원읍 비슬로 2490,4층",053-634-2007,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.79934063,128.4907906
153,대구광역시,달성군,에덴재가노인돌봄센터,"대구광역시 달성군 옥포읍 비슬로 1904,2층",053-615-1133,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.77973841,128.4322833
154,대구광역시,달성군,늘푸른재가노인돌봄센터,대구 달성군 다사읍 대실역북로1길 5-1 4층,053-637-9988,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.85830617,128.4661643
155,대구광역시,군위군,군위재가노인돌봄센터,대구광역시 군위군 군위읍 군위금성로 140,054-382-1300,2024-01-01 ~ 2025-12-31 (2년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당없음,36.23229793,128.6022988
156,인천광역시,계양구,구립계산노인복지센터,인천광역시 계양구 경명대로980(계산동)5층,032-556-5627,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,37.5436027,126.7154153
157,인천광역시,계양구,다사랑재가노인지원서비스센터,"인천 계양구 경명대로 1077 (계산동, 로얄프라자) 5층",032-554-8274,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당없음,해당없음,해당,해당없음,해당,37.54364499,126.7266653
158,인천광역시,계양구,계양푸른빛재가노인지원서비스센터,"인천광역시 계양구 경명대로 1138, 동남 B/D 302호",032-552-3080,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당,37.54279861,126.7332951
159,인천광역시,미추홀구,대한어머니회 재가노인지원서비스센터,"인천광역시 미추홀구 독배로 443, 280호(숭의동, 삼화복합빌딩)",032-868-9207,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당없음,해당,해당,해당없음,해당,37.4588572,126.6481956
160,인천광역시,미추홀구,인천재가노인지원서비스센터,"인천광역시 미추홀구 매소홀로386번길 32, 3층",032-872-9088,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,37.43863229,126.6645458
